0,1,112
1,1,113
2,1,113
3,1,113
4,1,113
5,1,113
6,1,113
7,1,113
8,1,113
9,1,113
10,1,113
11,1,113
12,1,113
13,1,113
14,1,113
15,1,114
16,1,114
17,1,115
18,1,115
19,1,115
20,1,115
21,1,115
22,1,112
23,1,112
24,1,112
25,1,112
26,1,112
26,1,115
27,1,112
27,1,114
28,1,112
29,1,114
30,1,112
31,1,112
32,1,112
33,1,114
34,1,114
35,1,114
36,1,113
37,1,114
38,1,113
39,1,112
40,1,116
41,1,117
42,1,118
43,1,119
44,1,119
45,1,120
46,1,120
47,1,119
48,1,119
49,1,119
50,1,121
51,1,119
52,1,120
53,1,118
54,1,118
55,1,119
56,1,119
57,1,119
58,1,119
59,1,119
60,1,119
61,1,119
62,1,119
63,1,119
64,1,119
65,1,116
66,1,116
67,1,116
68,1,118
69,1,119
70,1,119
71,1,119
72,1,119
73,1,118
74,1,118
75,1,118
76,1,118
77,1,118
78,1,118
79,1,118
80,1,119
81,1,120
82,1,119
83,1,118
84,1,118
85,1,116
86,1,116
87,1,120
88,1,116
89,1,116
90,1,116
91,1,121
92,1,121
93,1,121
94,1,119
95,1,122
96,1,123
97,1,124
98,1,123
99,1,123
100,1,123
101,1,123
102,1,124
103,1,125
104,1,125
105,1,125
106,1,123
107,1,124
108,1,124
109,1,123
110,1,124
111,1,123
