MGHLAindependent1A01:(0.9893948008143116, 0.9566492146596859, 0.9133095398380203, 0.9567939887288666, 0.9591964846202135, 0.9540976734437225, 0.9544034978138664, 0.9591964846202135, 0.9884544566207074)
MGHLAindependent1A01-A03:(0.9690674513354458, 0.9, 0.8000072431947922, 0.9002123142250531, 0.902127659574468, 0.8978723404255319, 0.8983050847457628, 0.902127659574468, 0.9689075558806399)
MGHLAindependent1A01-A24:(0.9874228501794948, 0.9529411764705882, 0.9058826009239918, 0.9530355097365406, 0.9535816618911175, 0.9522988505747126, 0.9524899828277046, 0.9535816618911175, 0.9869568201263479)
MGHLAindependent1A02:(0.9772109974569669, 0.9273256859290158, 0.8547239568845609, 0.9280091190823924, 0.9342992397073591, 0.9203144155188577, 0.921803127874885, 0.9342992397073591, 0.9768361860692003)
MGHLAindependent1A03:(0.9868590724743035, 0.9515102913659449, 0.9032733116175311, 0.952159924046627, 0.9634927412467976, 0.9394880582628253, 0.9410906057762486, 0.9634927412467976, 0.9855747654674206)
MGHLAindependent1A24:(0.986507592876504, 0.951095340944153, 0.9022036517388442, 0.9510424710424711, 0.9485520640788663, 0.953646477132262, 0.9535459894704242, 0.9485520640788663, 0.9875314804423259)
MGHLAindependent1B07:(0.9897371533295797, 0.9565240056299849, 0.9131082645048968, 0.9568501655629139, 0.9624271440466278, 0.9506005221932115, 0.9513374485596707, 0.9624271440466278, 0.9897961025238888)
MGHLAindependent1B08:(0.9856513732352659, 0.9407995117485505, 0.8820770008590572, 0.9417767106842736, 0.9572910311165345, 0.9242979242979243, 0.9267572356763142, 0.9572910311165345, 0.9857906237372244)
MGHLAindependent1B27:(0.9780517701996307, 0.920317362607298, 0.8407429092314134, 0.9198376109543797, 0.912616056799563, 0.928047694099911, 0.9271743653766126, 0.912616056799563, 0.9790299889772166)
MGHLAindependent1B44:(0.9948709245756385, 0.9736579275905118, 0.9473227062158016, 0.9737464227945751, 0.9756482712765957, 0.9716619436572762, 0.9718519745012004, 0.9756482712765957, 0.9945293735155638)
MGHLAindependent1B58:(0.9847292173263565, 0.9436270939548435, 0.8873094120128031, 0.943354800936768, 0.9381368267831149, 0.9491253644314869, 0.9486311451280541, 0.9381368267831149, 0.9853060378459022)
MGHLAindependent1B62:(0.9873159379077858, 0.9531203344281876, 0.9062409947431871, 0.9532877119904791, 0.9541393686718285, 0.9520958083832335, 0.9524375743162902, 0.9541393686718285, 0.9866992006811673)
MGHLAindependent1C01:(0.9886256684443616, 0.9525357242925189, 0.9050881676894652, 0.952715904650254, 0.9556501287938179, 0.949416778824585, 0.94979964381122, 0.9556501287938179, 0.9880317176611775)
MGHLAindependent1C02:(0.9896909758660509, 0.9559501618757971, 0.912277060936555, 0.9566225485460341, 0.9704037632301058, 0.9414653309762325, 0.9432272813869308, 0.9704037632301058, 0.9881267926721983)
MGHLAindependent1C07:(0.9891150681138771, 0.9575757575757575, 0.9155379964238055, 0.9582006369426752, 0.9721324717285945, 0.9430072756669361, 0.9446624803767661, 0.9721324717285945, 0.9883506676685767)
